business_status,geometry,icon,icon_background_color,icon_mask_base_uri,name,opening_hours,photos,place_id,plus_code,rating,reference,scope,types,user_ratings_total,vicinity,url
OPERATIONAL,"{'location': {'lat': 44.2230267, 'lng': -76.4998773}, 'viewport': {'northeast': {'lat': 44.22437652989272, 'lng': -76.49852747010726}, 'southwest': {'lat': 44.22167687010727, 'lng': -76.50122712989271}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#7B9EB0,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Morris Hall,,"[{'height': 328, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/116892503258648831047"">Sarah Witiuk</a>'], 'photo_reference': 'Aap_uEDUVye5tWE6ViTrNy65YyxHiR20xLlEAAyD-yY9i_JkT9w4ViAiiMS75K-c2rIAdPOYgK4VXwzlYCYY5WbU-mm5hCx9zbjN8rbnsdx4P2SntREfZleAfPUz3lQSZFSpiUTRpJc50fhGOcytH_pBt9LRlKpNFfJuCCDf-LHjApYMt28T', 'width': 539}]",ChIJ1dA0_xqr0kwR8fE4dvEtiRk,"{'compound_code': '6GF2+62 Kingston, Ontario', 'global_code': '87P56GF2+62'}",3.6,ChIJ1dA0_xqr0kwR8fE4dvEtiRk,GOOGLE,"['point_of_interest', 'establishment']",8,"Queen’s University, 12 Lower Albert Street, Kingston",https://www.google.com/maps/?q=place_id:ChIJ1dA0_xqr0kwR8fE4dvEtiRk
OPERATIONAL,"{'location': {'lat': 44.2369212, 'lng': -76.59264929999999}, 'viewport': {'northeast': {'lat': 44.23830492989272, 'lng': -76.59094657010728}, 'southwest': {'lat': 44.23560527010728, 'lng': -76.59364622989271}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#7B9EB0,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Chartwell Conservatory Pond Retirement Residence,{'open_now': True},"[{'height': 289, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/114958820105984338654"">Chartwell Classic Oak Park Terrace</a>'], 'photo_reference': 'Aap_uEBoXW7Ydw8_QEBHOPdMyaiGSNZdZEcUk_obWq1H1R0UZo6oxNLC6gGQJ6VRKtaiZnrxrUVfumIKtrDpLDATYsUDyl62jnqKGcgo-Argz900pxwESbPnnlQjl4qW-7AXTcguYx4Q4BEIrwjnHZzQ-HtChpCASzr2qiYI6t2KffoQlC9G', 'width': 512}]",ChIJx1Nx4IsrO4gRaWcUY3T5c28,"{'compound_code': '6CP4+QW Kingston, Ontario', 'global_code': '87P56CP4+QW'}",4.7,ChIJx1Nx4IsrO4gRaWcUY3T5c28,GOOGLE,"['health', 'point_of_interest', 'establishment']",30,"1499 Stoneridge Dr, Kingston",https://www.google.com/maps/?q=place_id:ChIJx1Nx4IsrO4gRaWcUY3T5c28
OPERATIONAL,"{'location': {'lat': 44.2241856, 'lng': -76.4993157}, 'viewport': {'northeast': {'lat': 44.22552637989273, 'lng': -76.49812897010727}, 'southwest': {'lat': 44.22282672010728, 'lng': -76.50082862989271}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#7B9EB0,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Watts Hall,{'open_now': True},"[{'height': 5312, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/118330705341008323670"">Christina Lee</a>'], 'photo_reference': 'Aap_uEA01AmsMH_0QxYYSQViayGqaVqxiQcxLuKdAfxWBbSbcUbiK5J837PKMsoUnugxuQhFXYFBwAE5g0o7VrgzUtHEmNCcfX2tBNNbtZsWQs0tUl7JookErvurSirJZplmD2g0mzHjeGYGbdTIocAz7Qpa4IxRDq_ByveGmXUgtTc6R_-k', 'width': 2988}]",ChIJTQ_b3xqr0kwRxMfVwV0ACAE,"{'compound_code': '6GF2+M7 Kingston, Ontario', 'global_code': '87P56GF2+M7'}",4.5,ChIJTQ_b3xqr0kwRxMfVwV0ACAE,GOOGLE,"['point_of_interest', 'establishment']",13,"23 Albert St, Kingston",https://www.google.com/maps/?q=place_id:ChIJTQ_b3xqr0kwRxMfVwV0ACAE
OPERATIONAL,"{'location': {'lat': 44.2241119, 'lng': -76.5154288}, 'viewport': {'northeast': {'lat': 44.22544352989272, 'lng': -76.51442837010727}, 'southwest': {'lat': 44.22274387010728, 'lng': -76.51712802989272}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#7B9EB0,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Jean Royce Hall,{'open_now': True},"[{'height': 960, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/109977049613898323311"">A Google User</a>'], 'photo_reference': 'Aap_uEDeWetsB6hLbGZNfFUWWEqMongcjGOSSSr3dnSOexVaLLdLKdvpK_4v0eQa9OOh2SziDXeWLnR8WH9giUb67sdA8GTvkPCSV_16LnXoJis4wXKdkHRsbhcIL4i0RtXyHX1sIrPkpbOOyFO3vGPWMpDFuuvWpsuLN91YALiVLFwrbZ_c', 'width': 1280}]",ChIJI658xmyr0kwRAu87p6Zm98U,"{'compound_code': '6FFM+JR Kingston, Ontario', 'global_code': '87P56FFM+JR'}",3.2,ChIJI658xmyr0kwRAu87p6Zm98U,GOOGLE,"['point_of_interest', 'establishment']",43,"535 Union St, Kingston",https://www.google.com/maps/?q=place_id:ChIJI658xmyr0kwRAu87p6Zm98U
OPERATIONAL,"{'location': {'lat': 43.9431476, 'lng': -77.15043779999999}, 'viewport': {'northeast': {'lat': 43.94455677989271, 'lng': -77.14873472010727}, 'southwest': {'lat': 43.94185712010727, 'lng': -77.1514343798927}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#7B9EB0,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Carriage House Retirement Residence,,,ChIJTyKP-lLK14kRyj5mC2HPRpU,"{'compound_code': 'WRVX+7R Cherry Valley, Prince Edward, ON', 'global_code': '87M4WRVX+7R'}",4.5,ChIJTyKP-lLK14kRyj5mC2HPRpU,GOOGLE,"['health', 'point_of_interest', 'establishment']",2,"1530 County Rd 10, Cherry Valley",https://www.google.com/maps/?q=place_id:ChIJTyKP-lLK14kRyj5mC2HPRpU
OPERATIONAL,"{'location': {'lat': 44.2285339, 'lng': -76.4811814}, 'viewport': {'northeast': {'lat': 44.22991682989272, 'lng': -76.47989887010728}, 'southwest': {'lat': 44.22721717010727, 'lng': -76.48259852989271}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#7B9EB0,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Revera Retirement Living,,"[{'height': 2592, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/114503919380903200117"">Son Ngo Lam</a>'], 'photo_reference': 'Aap_uED5n7xdoLJUd63o0XgEXPMkAWRbGHlxPi5OeKx8JfmtIrdp0qBBh01IJon2XMpSuBSAiaTnh-byx7d28hhUsK0_ez2yfj8CCyeOhp6md-Zc4QBLK4fNTd4rRFU4XZfPj_TYwvEFowyLMRU4WfsEzb7NtrKIuvZze0k2_o8XSEFpvkA', 'width': 4608}]",ChIJWfGKTvmq0kwRL4sBWWFvbvg,"{'compound_code': '6GH9+CG Kingston, Ontario', 'global_code': '87P56GH9+CG'}",5.0,ChIJWfGKTvmq0kwRL4sBWWFvbvg,GOOGLE,"['health', 'point_of_interest', 'establishment']",1,"181 Ontario St, Kingston",https://www.google.com/maps/?q=place_id:ChIJWfGKTvmq0kwRL4sBWWFvbvg
OPERATIONAL,"{'location': {'lat': 44.25663369999999, 'lng': -76.55799859999999}, 'viewport': {'northeast': {'lat': 44.25814287989272, 'lng': -76.55664542010727}, 'southwest': {'lat': 44.25544322010727, 'lng': -76.55934507989271}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#7B9EB0,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Kingsbridge Retirement Community,{'open_now': True},"[{'height': 436, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/103520685743511586813"">A Google User</a>'], 'photo_reference': 'Aap_uECuofmagcza0Md74m_rqHr5MfNPJ9m5OK0qzjY-iJdAhHtHCoJLAmnP6h0yVKrECaBV02V1BZG8f54GHLgCALhthz8wCC14LsKgSEuw7f0PUh_FTjp1BF6p2e0KlxDcluPBFEVTLyZlhH6JLDSJnmYkpmLqw7GHI7feNa-xwLf04pCB', 'width': 1280}]",ChIJJyyNpLut0kwRldfCiqNr2cw,"{'compound_code': '7C4R+MR Kingston, Ontario', 'global_code': '87P57C4R+MR'}",3.3,ChIJJyyNpLut0kwRldfCiqNr2cw,GOOGLE,"['health', 'point_of_interest', 'establishment']",24,"950 Centennial Dr, Kingston",https://www.google.com/maps/?q=place_id:ChIJJyyNpLut0kwRldfCiqNr2cw
OPERATIONAL,"{'location': {'lat': 44.3373035, 'lng': -76.1270141}, 'viewport': {'northeast': {'lat': 44.3380176, 'lng': -76.12570267010727}, 'southwest': {'lat': 44.3351612, 'lng': -76.12840232989272}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#7B9EB0,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,FoxRun By The River Retirement Residence,,"[{'height': 434, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/110753193932014349220"">FoxRun By The River Retirement Residence</a>'], 'photo_reference': 'Aap_uEAJsn8Gj9SV-VRppFQsTK3G85S4Oe9Z7ZYGnxyR6lz6AkdQxVRwr-4mYe4yf4CuVZOs8qk1EFyzFhYaP3K_jWd3Ak_vj_rc47bmhqfNqs1t9bm1LHdBfwfeYYs97HDmWUHYsbp-NpmEem91eRgCZRD_mlfx-PCsGNmqM1Zv3SyqnMgB', 'width': 536}]",ChIJH3EocrNFzUwRvC8B8ASquvI,"{'compound_code': '8VPF+W5 Gananoque, Ontario', 'global_code': '87P58VPF+W5'}",4.8,ChIJH3EocrNFzUwRvC8B8ASquvI,GOOGLE,"['health', 'point_of_interest', 'establishment']",6,"104 Thousand Islands Pkwy, Gananoque",https://www.google.com/maps/?q=place_id:ChIJH3EocrNFzUwRvC8B8ASquvI
OPERATIONAL,"{'location': {'lat': 44.2504718, 'lng': -76.55195979999999}, 'viewport': {'northeast': {'lat': 44.25184527989273, 'lng': -76.55048587010728}, 'southwest': {'lat': 44.24914562010728, 'lng': -76.55318552989272}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#7B9EB0,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Trillium Care Community,{'open_now': True},"[{'height': 3072, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/111951084265032583025"">A Google User</a>'], 'photo_reference': 'Aap_uEDM3a49ggXp5TYkGLUIV8xiocy9eDMsgOSbBFDAjgujCVQU678nbDwYD8Ttl-uqwuAD6_11Jr_q10H_-Kv-LjHn9CBptNohwVBVOoTZf-bNgWo3Z7LzTUKIjqKCOnjoExrnr3Kxw6w6t1ALSmNbzIBzM6ac5aMQdoE1XqT5GmJtYuah', 'width': 4608}]",ChIJQaE_8Oar0kwR4Fz-675l3Ow,"{'compound_code': '7C2X+56 Kingston, Ontario', 'global_code': '87P57C2X+56'}",5.0,ChIJQaE_8Oar0kwR4Fz-675l3Ow,GOOGLE,"['health', 'point_of_interest', 'establishment']",9,"Ridge, 800 Edgar St, Kingston",https://www.google.com/maps/?q=place_id:ChIJQaE_8Oar0kwR4Fz-675l3Ow
OPERATIONAL,"{'location': {'lat': 44.2380905, 'lng': -76.48239889999999}, 'viewport': {'northeast': {'lat': 44.23941482989272, 'lng': -76.48128382010728}, 'southwest': {'lat': 44.23671517010727, 'lng': -76.48398347989273}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#7B9EB0,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Rideaucrest Home,,"[{'height': 327, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/102003461781619430399"">Rideaucrest Home</a>'], 'photo_reference': 'Aap_uEBt3IWtgnkWiepaLOXHyF7ZUNOzEJqre8n0Ewly3h-mbbOB3g_Pw5Flne3CP69i6oJnPVQQqd9y-CpqgOMF0iF8yeT-ek-acL5EC2MuDi7LKGSkfF3wiE3s17oRp3eDYexxVS-fxDHUwvUbcaSLL-NsZuLf18R0yQHlgSYEvzd7KrfK', 'width': 640}]",ChIJtzt6WVOq0kwRJ1dsY_5AQ-0,"{'compound_code': '6GQ9+62 Kingston, Ontario', 'global_code': '87P56GQ9+62'}",2.7,ChIJtzt6WVOq0kwRJ1dsY_5AQ-0,GOOGLE,"['health', 'point_of_interest', 'establishment']",7,"175 Rideau St, Kingston",https://www.google.com/maps/?q=place_id:ChIJtzt6WVOq0kwRJ1dsY_5AQ-0
OPERATIONAL,"{'location': {'lat': 44.5122152, 'lng': -76.6950873}, 'viewport': {'northeast': {'lat': 44.51356757989272, 'lng': -76.69371632010728}, 'southwest': {'lat': 44.51086792010727, 'lng': -76.69641597989272}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#7B9EB0,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Countryview Care,,,ChIJlTSyb_i_0kwRLf6ALR_RJ4s,"{'compound_code': 'G863+VX Verona, Ontario', 'global_code': '87P5G863+VX'}",1.0,ChIJlTSyb_i_0kwRLf6ALR_RJ4s,GOOGLE,"['health', 'point_of_interest', 'establishment']",1,"9504 Road 38, Verona",https://www.google.com/maps/?q=place_id:ChIJlTSyb_i_0kwRLf6ALR_RJ4s
