business_status,geometry,icon,icon_background_color,icon_mask_base_uri,name,opening_hours,photos,place_id,plus_code,rating,reference,scope,types,user_ratings_total,vicinity,url
OPERATIONAL,"{'location': {'lat': 44.2311717, 'lng': -76.4859544}, 'viewport': {'northeast': {'lat': 44.23253477989272, 'lng': -76.48460057010728}, 'southwest': {'lat': 44.22983512010728, 'lng': -76.48730022989271}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/hospital-71.png,#F88181,https://maps.gstatic.com/mapfiles/place_api/icons/v2/hospital-H_pinlet,Kingson cardiac,,,ChIJSTbYNQKr0kwRiUZ28g68m7I,"{'compound_code': '6GJ7+FJ Kingston, Ontario', 'global_code': '87P56GJ7+FJ'}",0.0,ChIJSTbYNQKr0kwRiUZ28g68m7I,GOOGLE,"['hospital', 'health', 'point_of_interest', 'establishment']",0,Kingston,https://www.google.com/maps/?q=place_id:ChIJSTbYNQKr0kwRiUZ28g68m7I
OPERATIONAL,"{'location': {'lat': 44.2229384, 'lng': -76.4928054}, 'viewport': {'northeast': {'lat': 44.22421662989272, 'lng': -76.49149027010728}, 'southwest': {'lat': 44.22151697010728, 'lng': -76.49418992989271}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/hospital-71.png,#F88181,https://maps.gstatic.com/mapfiles/place_api/icons/v2/hospital-H_pinlet,Kingston cancer centre,{'open_now': False},"[{'height': 3096, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/100678416816615961218"">A Google User</a>'], 'photo_reference': 'Aap_uEBSFPf4yM5rz2bhu5bLvW_WDpmDQDvgtnYPK7JDIMi5903SWShVWvFfhq2X7kiNCUbHDSd_mgbbltNcrKBMa7OuvpX_XZGFpsE10V34ZL5OBsiedV4v6ikJy0_kDGTqI-INnp433CNzvOULckEVcpRwKFV61eI-NtYwDCNmKNEVR88n', 'width': 4128}]",ChIJ59gOka2r0kwRQJaSLX8lFBQ,"{'compound_code': '6GF4+5V Kingston, Ontario', 'global_code': '87P56GF4+5V'}",5.0,ChIJ59gOka2r0kwRQJaSLX8lFBQ,GOOGLE,"['hospital', 'health', 'point_of_interest', 'establishment']",2,"41 King St W, Kingston",https://www.google.com/maps/?q=place_id:ChIJ59gOka2r0kwRQJaSLX8lFBQ
OPERATIONAL,"{'location': {'lat': 44.2389843, 'lng': -76.53645589999999}, 'viewport': {'northeast': {'lat': 44.24022057989272, 'lng': -76.53509297010727}, 'southwest': {'lat': 44.23752092010727, 'lng': -76.53779262989272}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/hospital-71.png,#F88181,https://maps.gstatic.com/mapfiles/place_api/icons/v2/hospital-H_pinlet,beardall animal hospital,,,ChIJH0DHw0tWzUwRMIkiUvhFsuA,"{'compound_code': '6FQ7+HC Kingston, Ontario', 'global_code': '87P56FQ7+HC'}",5.0,ChIJH0DHw0tWzUwRMIkiUvhFsuA,GOOGLE,"['hospital', 'health', 'point_of_interest', 'establishment']",3,"393 Bath Rd, Kingston",https://www.google.com/maps/?q=place_id:ChIJH0DHw0tWzUwRMIkiUvhFsuA
OPERATIONAL,"{'location': {'lat': 44.2402614, 'lng': -76.9671206}, 'viewport': {'northeast': {'lat': 44.24163947989272, 'lng': -76.96559927010728}, 'southwest': {'lat': 44.23893982010728, 'lng': -76.96829892989273}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#7B9EB0,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Lennox & Addington County General Hospital: Emergency Room,{'open_now': True},,ChIJESafTWLY14kR6Y4f4rjr5H8,"{'compound_code': '62RM+45 Napanee, Ontario', 'global_code': '87P562RM+45'}",4.5,ChIJESafTWLY14kR6Y4f4rjr5H8,GOOGLE,"['health', 'point_of_interest', 'establishment']",2,"8 Richmond Park Dr, Napanee",https://www.google.com/maps/?q=place_id:ChIJESafTWLY14kR6Y4f4rjr5H8
OPERATIONAL,"{'location': {'lat': 44.2322959, 'lng': -76.48382939999999}, 'viewport': {'northeast': {'lat': 44.23366512989273, 'lng': -76.48260747010727}, 'southwest': {'lat': 44.23096547010728, 'lng': -76.48530712989272}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#7B9EB0,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Providence Care,{'open_now': False},,ChIJ3eTFTNjDVkARdBrks2-rFrY,"{'compound_code': '6GJ8+WF Kingston, Ontario', 'global_code': '87P56GJ8+WF'}",2.3,ChIJ3eTFTNjDVkARdBrks2-rFrY,GOOGLE,"['health', 'point_of_interest', 'establishment']",4,"303 Bagot St, Kingston",https://www.google.com/maps/?q=place_id:ChIJ3eTFTNjDVkARdBrks2-rFrY
OPERATIONAL,"{'location': {'lat': 44.234903, 'lng': -76.53752399999999}, 'viewport': {'northeast': {'lat': 44.23641727989271, 'lng': -76.53617267010728}, 'southwest': {'lat': 44.23371762010727, 'lng': -76.53887232989273}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/hospital-71.png,#F88181,https://maps.gstatic.com/mapfiles/place_api/icons/v2/hospital-H_pinlet,Kingston Healthcare Companion Service,,,ChIJVbbguYGs0kwR6a_nEQLXNxA,"{'compound_code': '6FM6+XX Kingston, Ontario', 'global_code': '87P56FM6+XX'}",0.0,ChIJVbbguYGs0kwR6a_nEQLXNxA,GOOGLE,"['hospital', 'health', 'point_of_interest', 'establishment']",0,"66 Greenview Dr, Kingston",https://www.google.com/maps/?q=place_id:ChIJVbbguYGs0kwR6a_nEQLXNxA
OPERATIONAL,"{'location': {'lat': 44.2350789, 'lng': -76.4821138}, 'viewport': {'northeast': {'lat': 44.23642517989272, 'lng': -76.48100372010727}, 'southwest': {'lat': 44.23372552010728, 'lng': -76.48370337989272}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#7B9EB0,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,University Hospitals Kingston Foundation,{'open_now': True},"[{'height': 2048, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/115581636065882428090"">University Hospitals Kingston Foundation</a>'], 'photo_reference': 'Aap_uEAGFOpseO_7GrM6Z9LxpmqgkEt94nCL-DzCYgfoSnAKxxUeTygv2QgI3ibcp6F_rYSPNSodLg9pWVIzvli9eK42vfXIKrgAGCNoZp6Km64PgvJbuEyWJV6GE_NS4HQDr_fS7xyy7Oi7xUxgdJs9bZf_OCCUgxOaD1UJNhJk3zD_0fAw', 'width': 3072}]",ChIJcQSSRf-q0kwR9bTzuweHXSI,"{'compound_code': '6GP9+25 Kingston, Ontario', 'global_code': '87P56GP9+25'}",4.9,ChIJcQSSRf-q0kwR9bTzuweHXSI,GOOGLE,"['point_of_interest', 'establishment']",9,"55 Rideau St #4, Kingston",https://www.google.com/maps/?q=place_id:ChIJcQSSRf-q0kwR9bTzuweHXSI
OPERATIONAL,"{'location': {'lat': 44.23136419999999, 'lng': -76.4882784}, 'viewport': {'northeast': {'lat': 44.23278427989271, 'lng': -76.48690847010728}, 'southwest': {'lat': 44.23008462010727, 'lng': -76.48960812989273}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/hospital-71.png,#F88181,https://maps.gstatic.com/mapfiles/place_api/icons/v2/hospital-H_pinlet,Detox Centre,{'open_now': True},,ChIJ_WpLTwCr0kwRkD5cOdy8Tqw,"{'compound_code': '6GJ6+GM Kingston, Ontario', 'global_code': '87P56GJ6+GM'}",5.0,ChIJ_WpLTwCr0kwRkD5cOdy8Tqw,GOOGLE,"['hospital', 'health', 'point_of_interest', 'establishment']",6,"240 Brock St, Kingston",https://www.google.com/maps/?q=place_id:ChIJ_WpLTwCr0kwRkD5cOdy8Tqw
OPERATIONAL,"{'location': {'lat': 44.2305143, 'lng': -76.48321039999999}, 'viewport': {'northeast': {'lat': 44.23198197989272, 'lng': -76.48182722010728}, 'southwest': {'lat': 44.22928232010727, 'lng': -76.48452687989271}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#7B9EB0,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Diabetes Education Centre,,,ChIJkbzn0P-q0kwRd4D_Ns0O-XE,"{'compound_code': '6GJ8+6P Kingston, Ontario', 'global_code': '87P56GJ8+6P'}",4.5,ChIJkbzn0P-q0kwRd4D_Ns0O-XE,GOOGLE,"['hospital', 'health', 'point_of_interest', 'establishment']",2,"166 Brock St, Kingston",https://www.google.com/maps/?q=place_id:ChIJkbzn0P-q0kwRd4D_Ns0O-XE
OPERATIONAL,"{'location': {'lat': 44.2230566, 'lng': -76.4921454}, 'viewport': {'northeast': {'lat': 44.22426587989272, 'lng': -76.49081597010728}, 'southwest': {'lat': 44.22156622010728, 'lng': -76.49351562989271}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#7B9EB0,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Cancer Centre Of Southeastern Ontario,{'open_now': False},"[{'height': 2592, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/114628186030132833412"">C Z</a>'], 'photo_reference': 'Aap_uEB3zcsmfJTAnFfHakoh6ZDQBl0Dwo7n0x6Qia8EeSUMok_YlYiaF5iHEtevrvSOG0eCLWX8Esd2xH4MW9UOFDzkSinDQ7A5ks9Pb9W3SzWpY-Gsa5hsPZnhZnyoLzUeP7QBFqpTC7UB3Kia1XupzjKND8B0PIQSH70WFPu8yfxOS2Sl', 'width': 1936}]",ChIJwxKCbh2r0kwRNDy29jx-2Ms,"{'compound_code': '6GF5+64 Kingston, Ontario', 'global_code': '87P56GF5+64'}",4.8,ChIJwxKCbh2r0kwRNDy29jx-2Ms,GOOGLE,"['hospital', 'health', 'point_of_interest', 'establishment']",8,"25 King St W, Kingston",https://www.google.com/maps/?q=place_id:ChIJwxKCbh2r0kwRNDy29jx-2Ms
OPERATIONAL,"{'location': {'lat': 43.9648256, 'lng': -75.9152871}, 'viewport': {'northeast': {'lat': 43.96618997989272, 'lng': -75.91406722010728}, 'southwest': {'lat': 43.96349032010728, 'lng': -75.91676687989272}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/hospital-71.png,#F88181,https://maps.gstatic.com/mapfiles/place_api/icons/v2/hospital-H_pinlet,Cardiology Associates of Northern New York,,,ChIJ8ZJapu9v2IkRX2xs-DfGSEM,"{'compound_code': 'X37M+WV Watertown, New York, USA', 'global_code': '87M6X37M+WV'}",0.0,ChIJ8ZJapu9v2IkRX2xs-DfGSEM,GOOGLE,"['hospital', 'health', 'point_of_interest', 'establishment']",0,"830 Washington St, Watertown",https://www.google.com/maps/?q=place_id:ChIJ8ZJapu9v2IkRX2xs-DfGSEM
OPERATIONAL,"{'location': {'lat': 44.0159571, 'lng': -77.1376428}, 'viewport': {'northeast': {'lat': 44.01721412989273, 'lng': -77.13575057010728}, 'southwest': {'lat': 44.01451447010728, 'lng': -77.13845022989273}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#7B9EB0,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Prince Edward County Memorial Hospital Foundation,{'open_now': False},"[{'height': 1083, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/107135673568952915311"">Prince Edward County Memorial Hospital Foundation</a>'], 'photo_reference': 'Aap_uECAc8_aH_ClKZ5Jng2skQDH9Mkb-lK5WHmxnRlNugo0tvrTVXA_9zOkz8Kpv9gl2hUzjD7IF8hEvgmL-n_mCWoytlXFiwMyXfQu-w8nHfVvMKe4MXSzlUzTsqF7dbbpFha5MbvCIjiKK02JQl6Iaaoy_qwH1-tDs3qGUmn8oZOes2ZW', 'width': 1629}]",ChIJQRvVG67L14kR4oaN8dceRow,"{'compound_code': '2V86+9W Picton, Prince Edward, ON', 'global_code': '87P42V86+9W'}",4.3,ChIJQRvVG67L14kR4oaN8dceRow,GOOGLE,"['point_of_interest', 'establishment']",12,"403 Picton Main St, Picton",https://www.google.com/maps/?q=place_id:ChIJQRvVG67L14kR4oaN8dceRow
OPERATIONAL,"{'location': {'lat': 44.2592623, 'lng': -76.4830612}, 'viewport': {'northeast': {'lat': 44.26049277989272, 'lng': -76.48124462010729}, 'southwest': {'lat': 44.25779312010727, 'lng': -76.48394427989273}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#7B9EB0,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Kingston Regional Hospital Laundry,{'open_now': False},,ChIJs5aNuc-r0kwRKzLmp0x5y5Q,"{'compound_code': '7G58+PQ Kingston, Ontario', 'global_code': '87P57G58+PQ'}",4.5,ChIJs5aNuc-r0kwRKzLmp0x5y5Q,GOOGLE,"['laundry', 'point_of_interest', 'establishment']",2,"990 Montreal St, Kingston",https://www.google.com/maps/?q=place_id:ChIJs5aNuc-r0kwRKzLmp0x5y5Q
OPERATIONAL,"{'location': {'lat': 44.2610272, 'lng': -76.5838625}, 'viewport': {'northeast': {'lat': 44.26256527989272, 'lng': -76.58234082010728}, 'southwest': {'lat': 44.25986562010728, 'lng': -76.58504047989273}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#7B9EB0,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Princess Animal Hospital,{'open_now': True},"[{'height': 1824, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/117140387010013286263"">A Google User</a>'], 'photo_reference': 'Aap_uEDLpaBarO-U3kbYgaczHMxhhDD36AQzfxgG1l0I0YVHyO-miX7FsW4Od16ukZcn2qUrTmeImwVyb6L6ioGJrOV1N7pZ79mm8Cu-4iBNZp_X081cgvRnXHQULzjDUIjHTPP5FKYovsReDUToxbQm8jq4R4CES8BzAmPDsU033_tei5xe', 'width': 2736}]",ChIJVRV9Nrit0kwRI2PVeV1rJQk,"{'compound_code': '7C68+CF Kingston, Ontario', 'global_code': '87P57C68+CF'}",4.5,ChIJVRV9Nrit0kwRI2PVeV1rJQk,GOOGLE,"['hospital', 'veterinary_care', 'health', 'point_of_interest', 'store', 'establishment']",203,"1027 Bayridge Dr, Kingston",https://www.google.com/maps/?q=place_id:ChIJVRV9Nrit0kwRI2PVeV1rJQk
OPERATIONAL,"{'location': {'lat': 44.2355293, 'lng': -76.48546089999999}, 'viewport': {'northeast': {'lat': 44.23698577989271, 'lng': -76.48456082010728}, 'southwest': {'lat': 44.23428612010727, 'lng': -76.48726047989273}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#7B9EB0,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Providence Care,{'open_now': False},,ChIJOahjxlir0kwRacMtHai6dYk,"{'compound_code': '6GP7+6R Kingston, Ontario', 'global_code': '87P56GP7+6R'}",0.0,ChIJOahjxlir0kwRacMtHai6dYk,GOOGLE,"['health', 'point_of_interest', 'establishment']",0,"275 Sydenham St, Kingston",https://www.google.com/maps/?q=place_id:ChIJOahjxlir0kwRacMtHai6dYk
OPERATIONAL,"{'location': {'lat': 44.224275, 'lng': -76.494835}, 'viewport': {'northeast': {'lat': 44.22566522989272, 'lng': -76.49349802010728}, 'southwest': {'lat': 44.22296557010728, 'lng': -76.49619767989272}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#7B9EB0,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Queen's University / Kingston General Hospital,,"[{'height': 5632, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/109230927006201164074"">yao</a>'], 'photo_reference': 'Aap_uEBg7b2uHL3NhsY2h_S2Rbjt8mJIHVv_Fz71aKIlrljURz2a4lHxlcUOurS9jZXtpb5034FR9CxM9lFfJUAE2jRHuBaOIlVBEz27s3Efyptp8PEB8O2N3pv5RCB6JvGqZCo7TQR7LF-VtP2IKab9B7yB-Y3NMlKxjCjMfyOfqNs73ITn', 'width': 4224}]",ChIJR4vIsByr0kwR8Brp-mqS3Yg,"{'compound_code': '6GF4+P3 Kingston, Ontario', 'global_code': '87P56GF4+P3'}",5.0,ChIJR4vIsByr0kwR8Brp-mqS3Yg,GOOGLE,"['transit_station', 'point_of_interest', 'establishment']",3,Kingston,https://www.google.com/maps/?q=place_id:ChIJR4vIsByr0kwR8Brp-mqS3Yg
